FID,cdo_1,twoway,bollardpro,Shape_Leng,Shape_Le_1,Shape__Len
4015,Painted Cycle Lane,0,0,1.1764551,1176.455098,1963.861679
4016,Shared Foot and Cycle Path Road Adjacent,1,0,0.0094408,9.440804048,15.79670286
4017,Painted Cycle Lane,0,0,0.25106327,251.0632725,419.9518103
4018,Painted Cycle Lane,0,0,0.54081789,540.8178859,904.3297264
4019,Painted Cycle Lane,0,0,0.00933251,9.332511262,15.59177788
4020,Painted Cycle Lane,0,0,0.03884573,38.84573178,64.86800132
4021,Painted Cycle Lane,0,0,0.01761526,17.61525715,29.41757727
4022,Painted Cycle Lane,0,0,0.01545247,15.45247055,25.83822666
4023,Painted Cycle Lane,0,0,0.05339494,53.39494034,89.15970637
4024,Painted Cycle Lane,0,0,0.04050843,40.50843111,67.66859874
4025,Painted Cycle Lane,0,0,0.02159841,21.59841242,36.05618635
4026,Painted Cycle Lane,0,0,0.01850213,18.50213474,30.94003373
4027,Painted Cycle Lane,0,0,0.65105743,651.0574256,1087.502852
4028,Painted Cycle Lane,0,0,0.12675562,126.7556177,212.0032026
4029,Painted Cycle Lane,0,0,0.05752548,57.52547523,96.10853527
4030,Painted Cycle Lane,0,0,0.06661418,66.61418066,111.3313901
4031,Painted Cycle Lane,0,0,0.05577489,55.77488606,93.21920347
4032,Painted Cycle Lane,0,0,0.01355443,13.5544275,22.66015301
4033,Painted Cycle Lane,0,0,0.0134332,13.43319525,22.44743466
4034,Painted Cycle Lane,0,0,0.0157325,15.73250011,26.27129751
4035,Painted Cycle Lane,0,0,0.01378488,13.78487682,23.04389617
4036,Painted Cycle Lane,0,0,0.01329268,13.29267824,22.19650631
4037,Painted Cycle Lane,0,0,0.03092107,30.92106579,51.67391837
4038,Shared Foot and Cycle Path Road Adjacent,0,0,0.02642121,26.42120729,44.1244679
4039,Painted Cycle Lane,0,0,0.01162666,11.62666074,19.43260722
4040,Shared Foot and Cycle Path Road Adjacent,0,0,0.01232648,12.32648358,20.59023556
4041,Painted Cycle Lane,0,0,0.04652109,46.52109103,77.82433955
4042,Painted Cycle Lane,0,0,0.19531292,195.3129175,326.0215538
4043,Painted Cycle Lane,0,0,0.02515728,25.15727977,42.03355982
4044,Shared Foot and Cycle Path Road Adjacent,1,0,0.02068827,20.68826888,34.53508039
4045,Painted Cycle Lane,0,0,0.01034754,10.34754308,17.28242645
4046,Painted Cycle Lane,0,0,0.17489174,174.8917379,292.4444047
4047,Painted Cycle Lane,0,0,0.01264379,12.64379253,21.13105218
4048,Painted Cycle Lane,0,0,0.0088587,8.858700722,14.80488354
4049,Painted Cycle Lane,0,0,0.00928382,9.283823541,15.52171916
4050,Painted Cycle Lane,0,0,0.19421355,194.2135491,324.7651798
4051,Painted Cycle Lane,0,0,0.01111054,11.1105367,18.56671061
4052,Shared Foot and Cycle Path Road Adjacent,0,0,0.01082431,10.82430773,18.06375976
4053,Painted Cycle Lane,0,0,0.02648197,26.48196651,44.28656637
4054,Painted Cycle Lane,0,0,0.01376822,13.76821541,23.02902609
4055,Shared Foot and Cycle Path Road Adjacent,0,0,0.01674824,16.74823663,27.96400897
4056,Shared Foot and Cycle Path Road Adjacent,0,0,0.06190501,61.90500631,103.4425854
4057,Painted Cycle Lane,0,0,0.07865333,78.65332668,131.3764902
4058,Painted Cycle Lane,0,0,0.0812418,81.24179777,135.939144
4059,Painted Cycle Lane,0,0,0.12959085,129.5908522,216.393589
4060,Painted Cycle Lane,0,0,0.01152399,11.52399116,19.24515663
4061,Painted Cycle Lane,0,0,0.02280263,22.80262678,38.07702557
4062,TrafficFree,1,0,0.27111254,271.1125447,453.5344154
4063,TrafficFree,1,0,0.06849079,68.49078849,114.3606444
4064,TrafficFree,1,0,0.07896275,78.96274732,131.8486387
4065,TrafficFree,1,0,0.12882713,128.8271343,215.1392059
4066,SignedRoute,1,0,0.26259733,262.5973281,438.6829948
4067,Shared Foot and Cycle Path Road Adjacent,1,0,0.06028864,60.28863587,100.7726129
4068,SegregatedCycleLane,1,0,0.20322941,203.2294074,339.0267659
4069,SegregatedCycleLane,1,0,0.03475698,34.75698347,58.06459476
4070,Painted Cycle Lane,0,0,0.02227931,22.27931048,37.16587228
4071,SegregatedCycleLane,1,0,0.14526416,145.2641595,242.3914909
4072,Shared Foot and Cycle Path Road Adjacent,1,0,0.78073302,780.733021,1302.987621
4073,SegregatedCycleLane,0,0,0.04151888,41.51887808,69.23540564
4074,SegregatedCycleLane,0,1,0.02751888,27.51888486,45.88970201
4075,Painted Cycle Lane,0,0,0.0831523,83.15230285,138.7103419
4076,Painted Cycle Lane,0,0,0.06422922,64.22922159,107.1400108
4077,SegregatedCycleLane,0,0,0.08425241,84.25241156,140.5719685
4078,Painted Cycle Lane,0,0,0.03474227,34.74226979,57.9645525
4079,SegregatedCycleLane,0,0,0.05573107,55.73107329,92.98702653
4080,Shared Foot and Cycle Path Road Adjacent,1,0,0.03611703,36.11702762,60.33410867
4081,Shared Foot and Cycle Path Road Adjacent,1,0,0.08485006,84.85006285,141.6286816
4082,Painted Cycle Lane,0,0,0.07001198,70.01198361,116.9477162
4083,Painted Cycle Lane,0,0,0.05955527,59.55526807,99.48931411
4084,Painted Cycle Lane,0,0,0.08672451,86.72450808,144.8753312
4085,Painted Cycle Lane,0,0,0.07594166,75.9416598,126.8510187
4086,Shared Foot and Cycle Path Road Adjacent,1,0,0.0439825,43.98249892,73.45524928
4087,Painted Cycle Lane,0,0,0.09532828,95.32828097,159.2393119
4088,Painted Cycle Lane,0,0,0.09650813,96.50813002,161.1908396
4089,Painted Cycle Lane,0,0,0.07091447,70.91446779,118.3630081
4090,SegregatedCycleLane,0,0,0.09571466,95.7146617,159.8003156
4091,Painted Cycle Lane,0,0,0.03574645,35.74644571,59.68318022
4092,SegregatedCycleLane,0,0,0.06361735,63.617355,106.2108084
4093,SegregatedCycleLane,0,0,0.05219446,52.19445811,87.08101553
4094,Painted Cycle Lane,0,0,0.07777918,77.77918165,129.7918209
4095,Painted Cycle Lane,0,0,0.08311259,83.1125938,138.7630542
4096,SegregatedCycleLane,0,0,0.04400854,44.0085445,73.4946294
4097,Painted Cycle Lane,0,0,0.02318891,23.18890754,38.7232445
4098,Painted Cycle Lane,0,0,0.15901615,159.0161495,265.5217358
4099,Painted Cycle Lane,0,0,0.11716593,117.165927,195.5355071
4100,Painted Cycle Lane,0,0,0.02564615,25.64614845,42.8063614
4101,Painted Cycle Lane,0,0,0.04811002,48.11001532,80.32385517
4102,Painted Cycle Lane,0,0,0.00058171,0.581709523,0.971037118
4103,SegregatedCycleLane,0,0,0.20587917,205.8791728,343.7048268
4104,Painted Cycle Lane,0,0,0.03561016,35.61016453,59.44659792
4105,Painted Cycle Lane,0,0,0.01614273,16.14272951,26.94642476
4106,SegregatedCycleLane,0,0,0.20671606,206.7160605,345.0711123
4107,SegregatedCycleLane,0,0,0.21025585,210.2558519,350.9473229
4108,Painted Cycle Lane,0,0,0.05906795,59.06795235,98.59071531
4109,Painted Cycle Lane,0,0,0.05720076,57.20076368,95.47810363
4110,SegregatedCycleLane,0,0,0.16889588,168.8958773,281.8909873
4111,SegregatedCycleLane,0,0,0.21423156,214.231555,357.5559287
4112,SegregatedCycleLane,0,0,0.10926368,109.2636809,182.3494173
4113,SegregatedCycleLane,0,0,0.15047755,150.4775514,251.1328406
4114,SegregatedCycleLane,0,0,0.10942216,109.422162,182.6138599
4115,SegregatedCycleLane,0,0,0.11311074,113.1107387,188.7681387
4116,SegregatedCycleLane,0,0,0.10139761,101.3976099,169.4108849
4117,SegregatedCycleLane,0,0,0.00209822,2.098217369,3.501422483
4118,SegregatedCycleLane,0,0,0.07728,77.28000193,129.1102596
4119,SegregatedCycleLane,1,0,0.05527134,55.27133944,92.36205913
4120,TrafficFree,1,0,0.27261584,272.6158413,455.5556319
4121,Footway level Cycle Track,0,0,0.04077808,40.77808477,68.14785281
4122,SegregatedCycleLane,0,0,0.78211634,782.1163389,1307.22453
4123,SignedRoute,1,0,1.08343668,1083.43668,1810.961895
4124,SignedRoute,0,0,0.04419983,44.19982538,73.88043596
4125,SignedRoute,1,0,0.36556213,365.562131,611.0139481
4126,TrafficFree,0,0,1.30148672,1301.486725,2172.81434
4127,TrafficFree,1,0,0.16471188,164.7118805,275.3591381
4128,TrafficFree,1,0,0.57679397,576.7939669,962.9437755
4129,SignedRoute,1,0,0.69860585,698.6058518,1166.484973
4130,Painted Cycle Lane,0,0,0.02377582,23.77582492,39.71490936
4131,SegregatedCycleLane,1,1,0.87294642,872.9464217,1460.200203
4132,SignedRoute,0,0,0.44668273,446.6827254,746.4911349
4133,Painted Cycle Lane,0,0,0.23522679,235.2267922,393.4643577
4134,SignedRoute,1,0,0.89822351,898.2235131,1500.401124
4135,Painted Cycle Lane,0,0,0.05051188,50.51187732,84.50284401
4136,TrafficFree,1,0,0.05064855,50.64855187,84.69992039
4137,SignedRoute,1,0,0.49589853,495.8985343,828.2516719
4138,SignedRoute,1,0,0.56859126,568.591263,949.4887269
4139,SignedRoute,1,0,0.24157523,241.5752279,403.5303273
4140,Painted Cycle Lane,0,0,0.17548852,175.4885194,293.5323594
4141,SegregatedCycleLane,0,0,1.28641548,1286.415481,2147.023361
4142,SegregatedCycleLane,0,0,1.31191328,1311.913282,2189.577848
4143,Footway level Cycle Track,0,0,0.0156656,15.66559677,26.16537325
4144,SegregatedCycleLane,0,0,0.12895448,128.9544755,215.2637373
4145,SegregatedCycleLane,0,0,0.02387138,23.87138469,39.85972979
4146,SegregatedCycleLane,0,0,0.12842192,128.4219222,214.3662588
4147,SegregatedCycleLane,0,0,0.0045152,4.51520421,7.539367136
4148,SegregatedCycleLane,0,0,0.01059791,10.59791337,17.72189341
4149,Footway level Cycle Track,0,0,0.16767581,167.6758136,279.8472257
4150,Footway level Cycle Track,0,0,0.17561753,175.6175291,293.0988362
4151,Footway level Cycle Track,0,0,0.34055977,340.5597733,568.9696252
4152,SignedRoute,0,0,0.51103541,511.0354083,854.0207161
4153,SegregatedCycleLane,0,0,0.02127595,21.27595019,35.58672568
4154,TrafficFree,0,0,0.28256301,282.563007,472.9325029
4155,SegregatedCycleLane,0,0,0.00571668,5.716677556,9.555649191
4156,SignedRoute,1,0,0.76268155,762.6815165,1275.007864
4157,SignedRoute,1,0,1.16410854,1164.108538,1946.830517
4158,SignedRoute,1,0,0.21849202,218.4920205,364.8946854
4159,SegregatedCycleLane,0,0,0.04943257,49.43256309,82.54759814
4160,SegregatedCycleLane,1,0,0.64637588,646.3758577,1079.492159
4161,SignedRoute,0,0,0.53706342,537.0634416,896.7017593
4162,SegregatedCycleLane,0,0,0.02644797,26.44795136,44.18049626
4163,Footway level Cycle Track,0,0,0.01852832,18.52837047,30.93337048
4164,Painted Cycle Lane,0,0,0.00623112,6.23116863,10.42931543
4165,Painted Cycle Lane,0,0,0.02888216,28.88209664,48.24006806
4166,Shared Foot and Cycle Path Road Adjacent,0,0,0.11301409,113.0140981,188.7047263
4167,BusLane,0,0,0.10584668,105.8466907,176.824656
4168,Painted Cycle Lane,0,0,0.00360638,3.606423027,6.017912209
4169,Shared Foot and Cycle Path Road Adjacent,0,0,0.00747586,7.475844701,12.4857022
4170,TrafficFree,1,0,0.0859755,85.97549776,143.6470646
4171,TrafficFree,0,0,0.33400409,334.0040961,558.0726679
4172,Painted Cycle Lane,0,0,0.11801203,118.0120257,197.1729098
4173,SegregatedCycleLane,0,0,0.13753178,137.5318198,229.8584023
4174,SegregatedCycleLane,0,0,0.06914648,69.14645004,115.5623251
4175,Painted Cycle Lane,0,0,0.08310481,83.10487676,138.8885415
4176,Painted Cycle Lane,0,0,0.02626166,26.26164148,43.86210339
4177,SegregatedCycleLane,0,0,0.05924003,59.24000147,98.97863818
4178,Shared Foot and Cycle Path Road Adjacent,0,0,0.06401357,64.01356986,107.0080176
4179,Shared Foot and Cycle Path Road Adjacent,0,0,0.08200665,82.00664893,137.1058179
4180,SegregatedCycleLane,0,0,0.16337927,163.379245,273.2746367
4181,Painted Cycle Lane,0,0,0.100198,100.1980007,167.6649502
4182,Painted Cycle Lane,0,1,0.10891441,108.9144222,182.1092938
4183,SegregatedCycleLane,1,0,0.05557164,55.57162624,92.93976428
4184,SegregatedCycleLane,0,0,0.18812382,188.123767,314.4703521
4185,Painted Cycle Lane,1,0,0.01276852,12.76853607,21.35055357
4186,SignedRoute,1,0,0.03214461,32.14464201,53.74988156
4187,Painted Cycle Lane,1,0,0.03028881,30.2888456,50.65122782
4188,SegregatedCycleLane,0,0,0.15894862,158.9486669,265.4969912
4189,Painted Cycle Lane,0,0,0.01931701,19.31703849,32.33919045
4190,Painted Cycle Lane,0,0,0.01530286,15.30281861,25.61889304
4191,SegregatedCycleLane,0,0,0.39459676,394.5967055,658.3672645
4192,SegregatedCycleLane,1,0,0.39462381,394.6237561,658.5597143
4193,TrafficFree,1,0,0.17368084,173.6808359,289.7817115
4194,Painted Cycle Lane,0,0,0.54209535,542.0953763,904.4152221
4195,Painted Cycle Lane,0,0,0.67883758,678.8375295,1132.758457
4196,Painted Cycle Lane,0,0,0.13767222,137.6722488,229.8770836
4197,SegregatedCycleLane,0,0,0.9211864,921.1863914,1538.764676
4198,SegregatedCycleLane,0,0,0.95533184,955.3318705,1595.745599
4199,SegregatedCycleLane,0,0,0.0685553,68.55527643,114.4326796
4200,SegregatedCycleLane,0,0,0.31501609,315.0160826,525.6126754
4201,SegregatedCycleLane,0,0,0.29131695,291.3169944,486.069577
4202,SignedRoute,1,0,0.40456154,404.5615472,676.0651845
4203,Painted Cycle Lane,0,0,0.31682695,316.8269405,529.2908112
4204,Painted Cycle Lane,0,0,0.32169927,321.6992986,537.4413963
4205,Footway level Cycle Track,0,0,0.00254354,2.543576632,4.252178102
4206,Footway level Cycle Track,0,0,0.20395965,203.9596538,340.5621506
4207,SignedRoute,0,0,0.0608845,60.88450008,101.7275374
4208,Footway level Cycle Track,0,0,0.00331284,3.31285789,5.528298243
4209,SegregatedCycleLane,0,0,0.39489849,394.8984925,659.4913268
4210,SegregatedCycleLane,0,0,0.38731667,387.3166207,646.80199
4211,SegregatedCycleLane,1,0,0.24613705,246.1370361,411.1323405
4212,Painted Cycle Lane,0,0,0.21999644,219.9964556,367.4146414
4213,Painted Cycle Lane,0,0,0.12705976,127.0597609,212.2877317
4214,Painted Cycle Lane,0,0,0.0311186,31.11860442,51.95705982
4215,Painted Cycle Lane,0,0,0.1052269,105.2268986,175.6680367
4216,Painted Cycle Lane,0,0,0.08565783,85.657915,143.0142424
4217,Shared Foot and Cycle Path Road Adjacent,0,0,0.182157,182.1570261,304.0659515
4218,TrafficFree,0,0,0.29873139,298.7313324,499.8661052
4219,TrafficFree,0,0,0.37765476,377.65485,631.4648685
4220,TrafficFree,0,0,0.14343882,143.43891,239.8496478
4221,TrafficFree,0,0,0.44776445,447.7644021,748.6767731
4222,TrafficFree,0,0,0.09526516,95.26511489,159.0472611
4223,Shared Foot and Cycle Path Road Adjacent,0,0,0.40718063,407.1805393,679.8208455
4224,TrafficFree,0,0,0.26497197,264.9719865,442.4217599
4225,TrafficFree,0,0,0.37996742,379.9674057,634.9316821
4226,TrafficFree,0,0,0.09190909,91.90913257,153.7415895
4227,SegregatedCycleLane,0,1,1.55594936,1555.949359,2607.917262
4228,SegregatedCycleLane,0,1,1.84853816,1848.538158,3097.534331
4229,SegregatedCycleLane,0,1,0.21981347,219.8134693,368.0361194
4230,SegregatedCycleLane,0,1,1.90759787,1907.597865,3198.879885
4231,SegregatedCycleLane,0,1,1.80538609,1805.386086,3027.544538
4232,TrafficFree,1,0,1.80427346,1804.273464,3026.094078
4233,Painted Cycle Lane,1,0,0.07291248,72.9124777,122.3012844
4234,Footway level Cycle Track,0,0,0.03721448,37.21447683,62.30856679
4235,Footway level Cycle Track,0,0,0.07347011,73.47011417,123.169678
4236,Footway level Cycle Track,0,0,0.22001556,220.0155615,368.283468
4237,Footway level Cycle Track,1,0,0.80006327,800.0632763,1341.291686
4238,Footway level Cycle Track,0,0,0.51124746,511.2474556,856.7758214
4239,Footway level Cycle Track,0,0,0.37348018,373.4801783,625.7232458
4240,Footway level Cycle Track,0,0,0.32084076,320.8407562,537.0581915
4241,Footway level Cycle Track,0,0,0.05140139,51.40139285,86.04078893
4242,Footway level Cycle Track,0,0,0.34629551,346.2954848,579.664788
4243,Footway level Cycle Track,0,0,0.29708364,297.0836395,497.2840718
4244,Footway level Cycle Track,0,0,0.04932662,49.32662027,82.5674576
4245,SegregatedCycleLane,0,0,0.36847172,368.4717233,618.1451155
4246,Footway level Cycle Track,0,0,0.47740095,477.4009482,799.7025806
4247,Footway level Cycle Track,0,0,0.12703036,127.0303565,213.1323772
4248,Footway level Cycle Track,0,0,0.048225,48.22500098,80.8705225
4249,Footway level Cycle Track,0,0,0.05931341,59.31341118,99.36554532
4250,Footway level Cycle Track,0,0,0.06155716,61.55716088,103.200177
4251,Footway level Cycle Track,0,0,0.08538912,85.38911604,143.2579571
4252,Footway level Cycle Track,0,0,0.02991037,29.91037491,50.18092328
4253,Footway level Cycle Track,0,0,0.0575975,57.5975037,96.44436961
4254,Footway level Cycle Track,0,0,0.04577827,45.77827212,76.67045091
4255,Footway level Cycle Track,0,0,0.03075941,30.75941379,51.52427406
4256,Footway level Cycle Track,0,0,0.0716575,71.65749898,120.0883438
4257,Footway level Cycle Track,0,0,0.17501386,175.0138554,293.3845723
4258,Footway level Cycle Track,0,0,0.03181882,31.81881558,53.34768596
4259,Footway level Cycle Track,0,0,0.07883368,78.83367522,132.1579482
4260,SegregatedCycleLane,0,0,0.11745507,117.4550696,196.8066018
4261,Footway level Cycle Track,0,0,0.07746475,77.46474958,129.9367752
4262,TrafficFree,1,0,0.02570992,25.70992026,43.02289462
4263,Footway level Cycle Track,0,0,0.2619976,261.9976045,439.421962
4264,Footway level Cycle Track,0,0,0.2711875,271.1874975,454.7427427
4265,Footway level Cycle Track,0,0,0.12878006,128.7800595,216.0096784
4266,Footway level Cycle Track,0,0,0.21900794,219.007937,367.2610062
4267,Footway level Cycle Track,0,0,0.43930751,439.3075051,736.8275387
4268,Footway level Cycle Track,0,0,0.09389639,93.89639087,157.4324203
4269,Footway level Cycle Track,0,0,0.12681289,126.8128864,212.69709
4270,Footway level Cycle Track,0,0,0.18990784,189.9078435,318.352127
4271,Footway level Cycle Track,0,0,0.73588596,735.8859568,1232.424275
4272,Footway level Cycle Track,0,0,0.09024145,90.24145366,151.2096697
4273,Footway level Cycle Track,0,0,0.15994663,159.9466258,268.0791318
4274,Footway level Cycle Track,0,0,0.06566691,65.66691137,109.9879476
4275,Footway level Cycle Track,0,0,0.11946592,119.4659166,199.9692985
4276,Footway level Cycle Track,0,0,0.04657366,46.57366267,78.02954566
4277,Footway level Cycle Track,0,0,0.04338237,43.38237351,72.74437284
4278,Footway level Cycle Track,0,0,0.08752221,87.52220856,146.8134721
4279,Footway level Cycle Track,0,0,0.14179893,141.7989303,237.846135
4280,Footway level Cycle Track,0,0,0.01559506,15.59505733,26.16592317
4281,Footway level Cycle Track,0,0,0.01655801,16.55801263,27.75984373
4282,Footway level Cycle Track,0,0,0.22251346,222.5134601,373.3109936
4283,Footway level Cycle Track,0,0,0.07843082,78.43082158,131.3532456
4284,Footway level Cycle Track,0,0,0.1109567,110.956699,185.9697225
4285,Footway level Cycle Track,0,0,0.08833296,88.33295573,148.0501878
4286,Footway level Cycle Track,0,0,0.10134198,101.3419787,170.0329761
4287,Footway level Cycle Track,0,0,0.09082317,90.82317246,152.1755358
4288,Footway level Cycle Track,0,0,0.04331633,43.31632627,72.59443964
4289,Footway level Cycle Track,0,0,0.11505295,115.0529487,193.0191972
4290,Footway level Cycle Track,0,0,0.09256505,92.56504665,155.1134699
4291,Footway level Cycle Track,0,0,0.09904706,99.0470649,165.8582018
4292,Footway level Cycle Track,0,0,0.4748153,474.8152997,795.1599579
4293,Footway level Cycle Track,0,0,0.10130539,101.305386,169.8785633
4294,Footway level Cycle Track,0,0,0.09752053,97.52052788,163.7452724
4295,Footway level Cycle Track,0,0,0.13109231,131.0923051,219.6712689
4296,Footway level Cycle Track,0,0,0.09947912,99.4791177,167.0337632
4297,Footway level Cycle Track,0,0,0.09623612,96.23611786,161.2407053
4298,Footway level Cycle Track,0,0,0.55576433,555.7643345,931.4313311
4299,Footway level Cycle Track,0,0,0.3213097,321.3097049,538.4335305
4300,TrafficFree,1,0,0.01578268,15.78267761,26.46689148
4301,TrafficFree,1,0,0.02075368,20.75368274,34.77684968
4302,Footway level Cycle Track,0,0,0.4332781,433.278102,727.9698373
4303,Footway level Cycle Track,0,0,1.27296647,1272.966472,2130.50544
4304,Footway level Cycle Track,0,0,0.23896441,238.9644133,400.144589
4305,Footway level Cycle Track,0,0,1.18149908,1181.499079,1981.587784
4306,Footway level Cycle Track,0,0,0.45137596,451.3759632,756.2947213
4307,Footway level Cycle Track,0,0,0.37651961,376.5196091,630.3684759
4308,TrafficFree,1,0,0.01484883,14.84882547,24.89511877
4309,Footway level Cycle Track,0,0,0.14070507,140.7050719,235.8282679
4310,SegregatedCycleLane,0,0,1.09523725,1095.237263,1833.111788
4311,SegregatedCycleLane,0,0,0.44186849,441.8684949,740.5093699
4312,Footway level Cycle Track,0,0,0.42649731,426.4973136,715.1810095
4313,TrafficFree,1,0,0.05210375,52.1037478,87.29829433
4314,Footway level Cycle Track,0,0,0.39957844,399.5784383,670.8693075
4315,Footway level Cycle Track,0,0,0.36403816,364.038165,609.1924008
4316,TrafficFree,1,0,0.08593958,85.93957641,143.8690109
4317,Footway level Cycle Track,0,0,0.90953988,909.5398779,1523.623654
4318,Footway level Cycle Track,0,0,2.11239864,2112.398644,3537.8628
4319,Footway level Cycle Track,0,0,0.78324561,783.2456137,1313.314381
4320,Footway level Cycle Track,0,0,0.1608361,160.8360966,269.2758363
4321,Footway level Cycle Track,0,0,0.68535501,685.3550112,1146.628986
4322,TrafficFree,1,0,0.01523155,15.23154621,25.49459108
4323,TrafficFree,1,0,0.00824621,8.246211251,13.82845704
4324,SegregatedCycleLane,0,0,0.26255018,262.5501824,439.5010778
4325,Footway level Cycle Track,0,0,0.79783173,797.8317279,1337.191865
4326,TrafficFree,1,0,0.01216553,12.16552506,20.40111249
4327,TrafficFree,1,0,0.01029563,10.29563014,17.23654702
4328,TrafficFree,1,0,0.03190611,31.90611227,53.415619
4329,SegregatedCycleLane,0,0,0.42766573,427.6657272,717.1865857
4330,TrafficFree,1,0,0.08947067,89.47066558,149.7520143
4331,TrafficFree,1,0,0.02059126,20.59126028,34.46883403
4332,Footway level Cycle Track,0,0,0.49052341,490.5234149,820.9942485
4333,TrafficFree,1,0,0.01063015,10.63014581,17.81059755
4334,Footway level Cycle Track,0,0,0.38094731,380.9473073,638.9211859
4335,Footway level Cycle Track,0,0,1.92374262,1923.74262,3219.513146
4336,Footway level Cycle Track,0,0,0.70317448,703.1744762,1178.137531
4337,Footway level Cycle Track,0,0,0.05997465,59.97464611,100.5991588
4338,Footway level Cycle Track,0,0,0.25895064,258.9506432,434.0480543
4339,Footway level Cycle Track,0,0,1.86933021,1869.330206,3134.088667
4340,SegregatedCycleLane,0,0,0.22403254,224.0325398,375.778171
4341,TrafficFree,1,0,0.0116619,11.66190379,19.52300582
4342,TrafficFree,1,0,0.02036405,20.36404899,34.09164583
4343,Footway level Cycle Track,0,0,0.07134054,71.34053764,119.6501091
4344,Footway level Cycle Track,0,0,0.03808603,38.08603358,63.94639924
4345,Footway level Cycle Track,0,0,0.06426172,64.26171925,107.7115795
4346,Footway level Cycle Track,0,0,0.01112096,11.12096226,18.6354137
4347,Footway level Cycle Track,0,0,0.14303727,143.037273,239.4197151
4348,Footway level Cycle Track,0,0,0.11239573,112.3957253,188.5955639
4349,Footway level Cycle Track,0,0,0.12857801,128.578005,215.5193448
4350,Footway level Cycle Track,0,0,0.13586051,135.8605077,227.9654114
4351,SegregatedCycleLane,0,0,0.0790896,79.08960233,132.7829257
4352,Footway level Cycle Track,0,0,0.09387464,93.87463881,157.6404384
4353,Footway level Cycle Track,0,0,0.08843436,88.43435917,148.4858603
4354,Footway level Cycle Track,0,0,0.11516134,115.1613433,193.1107376
4355,Footway level Cycle Track,0,0,0.14800666,148.0066636,247.9970002
4356,Footway level Cycle Track,0,0,0.16981597,169.8159663,284.8035589
4357,Footway level Cycle Track,0,0,0.0705552,70.55520091,118.2868056
4358,Footway level Cycle Track,0,0,0.11701348,117.0134804,196.4871398
4359,Footway level Cycle Track,0,0,0.10748064,107.4806387,180.1444415
4360,Footway level Cycle Track,0,0,0.09054417,90.5441654,152.0435645
4361,Footway level Cycle Track,0,0,0.1091766,109.1765989,183.1461928
4362,Footway level Cycle Track,0,0,0.06825492,68.25491802,114.3790443
4363,Footway level Cycle Track,0,0,0.01685366,16.85365779,28.2979051
4364,Footway level Cycle Track,0,0,0.00184641,1.846412629,3.100316361
4365,Footway level Cycle Track,0,0,0.08805461,88.05460586,147.6129796
4366,Footway level Cycle Track,0,0,0.06151442,61.5144173,103.3091324
4367,Footway level Cycle Track,0,0,0.10779443,107.7944291,180.670184
4368,Footway level Cycle Track,0,0,0.02410665,24.10665112,40.39377792
4369,Footway level Cycle Track,0,0,0.07564889,75.6488942,126.8211605
4370,Footway level Cycle Track,0,0,0.13540207,135.4020694,226.9500032
4371,Footway level Cycle Track,0,0,0.10512152,105.1215244,176.4122476
4372,Footway level Cycle Track,0,0,0.06410985,64.10985102,107.4268194
4373,Footway level Cycle Track,0,0,0.05109937,51.09937388,85.62045058
4374,TrafficFree,1,0,0.01824829,18.24828759,30.53241126
4375,Footway level Cycle Track,0,0,0.11451237,114.5123681,191.949883
4376,TrafficFree,1,0,0.38207774,382.077739,639.8163255
4377,TrafficFree,1,0,0.02844293,28.44292531,47.59321142
4378,TrafficFree,1,0,0.00273418,2.734179337,4.578542274
4379,TrafficFree,1,0,0.12383769,123.8376937,207.2103387
4380,TrafficFree,1,0,0.09327818,93.27818242,156.0808536
4381,TrafficFree,1,0,0.02758623,27.58622845,46.215298
4382,Footway level Cycle Track,0,0,0.10844581,108.4458074,181.7525616
4383,TrafficFree,1,0,0.0136412,13.64120157,22.85448512
4384,TrafficFree,1,0,0.0041061,4.1061,6.886295254
4385,TrafficFree,1,0,0.0222036,22.20360331,37.17717994
4386,TrafficFree,1,0,0.19124529,191.2452936,319.9496286
4387,TrafficFree,1,0,0.19846855,198.468545,332.1609049
4388,TrafficFree,1,0,2.79493712,2794.937071,4677.121108
4389,Footway level Cycle Track,0,0,0.77296196,772.9619616,1294.353123
4390,Footway level Cycle Track,0,0,0.08144467,81.44467285,136.4770565
4391,Footway level Cycle Track,0,0,0.0133914,13.39140183,22.45939627
4392,Footway level Cycle Track,0,0,0.08099859,80.99859273,135.6993788
4393,Footway level Cycle Track,0,0,0.0805438,80.54379578,135.0612748
4394,Footway level Cycle Track,0,0,0.29868962,298.6896244,499.9758693
4395,Footway level Cycle Track,0,0,0.1733409,173.3409047,290.6357192
4396,Footway level Cycle Track,0,0,0.07550489,75.50489098,126.5112594
4397,Footway level Cycle Track,0,0,0.02628817,26.28817247,44.05383543
4398,Footway level Cycle Track,0,0,0.02145072,21.45071539,35.96423073
4399,Footway level Cycle Track,0,0,0.04316592,43.16591969,72.31937725
4400,Footway level Cycle Track,0,0,0.09051278,90.51278225,151.501761
4401,SegregatedCycleLane,0,0,0.37422669,374.2266877,627.5727126
4402,Footway level Cycle Track,0,0,0.13848599,138.485989,232.0437621
4403,SegregatedCycleLane,0,0,0.08173115,81.73115171,137.2168896
4404,Footway level Cycle Track,0,0,0.07026502,70.26502284,117.6139572
4405,Footway level Cycle Track,0,0,0.05063514,50.63513709,84.95268586
